cluster,hora,lat,lon,probabilidad,riesgo
14.0,22,41.377689546935365,2.1523507614691035,0.42807704,Alto
15.0,0,41.39207154561949,2.200677564252798,0.31996635,Medio
15.0,2,41.39207154561949,2.200677564252798,0.23481804,Bajo
15.0,4,41.39207154561949,2.200677564252798,0.2058573,Bajo
15.0,6,41.39207154561949,2.200677564252798,0.256441,Medio
15.0,8,41.39207154561949,2.200677564252798,0.21146482,Bajo
15.0,10,41.39207154561949,2.200677564252798,0.28029403,Medio
15.0,12,41.39207154561949,2.200677564252798,0.42531285,Alto
15.0,14,41.39207154561949,2.200677564252798,0.4826137,Alto
15.0,16,41.39207154561949,2.200677564252798,0.42318115,Alto
15.0,18,41.39207154561949,2.200677564252798,0.41918018,Alto
15.0,20,41.39207154561949,2.200677564252798,0.44158378,Alto
15.0,22,41.39207154561949,2.200677564252798,0.42059696,Alto
16.0,0,41.38668199042825,2.1179130941337263,0.2803185,Medio
16.0,2,41.38668199042825,2.1179130941337263,0.22944745,Bajo
16.0,4,41.38668199042825,2.1179130941337263,0.22440188,Bajo
16.0,6,41.38668199042825,2.1179130941337263,0.28291127,Medio
16.0,8,41.38668199042825,2.1179130941337263,0.30895352,Medio
16.0,10,41.38668199042825,2.1179130941337263,0.34098902,Medio
16.0,12,41.38668199042825,2.1179130941337263,0.49307007,Alto
16.0,14,41.38668199042825,2.1179130941337263,0.5644176,Alto
16.0,16,41.38668199042825,2.1179130941337263,0.47667086,Alto
16.0,18,41.38668199042825,2.1179130941337263,0.4556328,Alto
16.0,20,41.38668199042825,2.1179130941337263,0.47785354,Alto
16.0,22,41.38668199042825,2.1179130941337263,0.342752,Medio
17.0,0,41.39773475524849,2.1435026887944253,0.3723743,Medio
17.0,2,41.39773475524849,2.1435026887944253,0.265951,Medio
17.0,4,41.39773475524849,2.1435026887944253,0.23233339,Bajo
17.0,6,41.39773475524849,2.1435026887944253,0.23646292,Bajo
17.0,8,41.39773475524849,2.1435026887944253,0.2194599,Bajo
17.0,10,41.39773475524849,2.1435026887944253,0.31066218,Medio
17.0,12,41.39773475524849,2.1435026887944253,0.4541286,Alto
17.0,14,41.39773475524849,2.1435026887944253,0.50650626,Alto
17.0,16,41.39773475524849,2.1435026887944253,0.44082513,Alto
17.0,18,41.39773475524849,2.1435026887944253,0.43838862,Alto
17.0,20,41.39773475524849,2.1435026887944253,0.46293008,Alto
17.0,22,41.39773475524849,2.1435026887944253,0.44681156,Alto
18.0,0,41.447674189700464,2.187893902832871,0.11994916,Bajo
18.0,2,41.447674189700464,2.187893902832871,0.088759765,Bajo
18.0,4,41.447674189700464,2.187893902832871,0.082651705,Bajo
18.0,6,41.447674189700464,2.187893902832871,0.10911041,Bajo
18.0,8,41.447674189700464,2.187893902832871,0.11217243,Bajo
18.0,10,41.447674189700464,2.187893902832871,0.1549084,Bajo
18.0,12,41.447674189700464,2.187893902832871,0.25582078,Medio
18.0,14,41.447674189700464,2.187893902832871,0.31490535,Medio
18.0,16,41.447674189700464,2.187893902832871,0.2666756,Medio
18.0,18,41.447674189700464,2.187893902832871,0.27131438,Medio
18.0,20,41.447674189700464,2.187893902832871,0.27683917,Medio
18.0,22,41.447674189700464,2.187893902832871,0.21412008,Bajo
19.0,0,41.394430718131886,2.1621107366132155,0.35137302,Medio
19.0,2,41.394430718131886,2.1621107366132155,0.25598398,Medio
19.0,4,41.394430718131886,2.1621107366132155,0.24598876,Bajo
19.0,6,41.394430718131886,2.1621107366132155,0.21209581,Bajo
19.0,8,41.394430718131886,2.1621107366132155,0.24181955,Bajo
19.0,10,41.394430718131886,2.1621107366132155,0.35438213,Medio
19.0,12,41.394430718131886,2.1621107366132155,0.516023,Alto
19.0,14,41.394430718131886,2.1621107366132155,0.55167633,Alto
19.0,16,41.394430718131886,2.1621107366132155,0.46963117,Alto
19.0,18,41.394430718131886,2.1621107366132155,0.4652028,Alto
19.0,20,41.394430718131886,2.1621107366132155,0.4910105,Alto
19.0,22,41.394430718131886,2.1621107366132155,0.41928443,Alto
20.0,0,41.434030774048075,2.1825123729414933,0.27343118,Medio
20.0,2,41.434030774048075,2.1825123729414933,0.18109806,Bajo
20.0,4,41.434030774048075,2.1825123729414933,0.16299556,Bajo
20.0,6,41.434030774048075,2.1825123729414933,0.23658176,Bajo
20.0,8,41.434030774048075,2.1825123729414933,0.22987904,Bajo
20.0,10,41.434030774048075,2.1825123729414933,0.28802973,Medio
20.0,12,41.434030774048075,2.1825123729414933,0.440571,Alto
20.0,14,41.434030774048075,2.1825123729414933,0.5159536,Alto
20.0,16,41.434030774048075,2.1825123729414933,0.4400691,Alto
20.0,18,41.434030774048075,2.1825123729414933,0.42218953,Alto
20.0,20,41.434030774048075,2.1825123729414933,0.45073968,Alto
20.0,22,41.434030774048075,2.1825123729414933,0.39405906,Medio
21.0,0,41.37972654437964,2.16866721675331,0.45920137,Alto
21.0,2,41.37972654437964,2.16866721675331,0.39642915,Medio
21.0,4,41.37972654437964,2.16866721675331,0.35437784,Medio
21.0,6,41.37972654437964,2.16866721675331,0.25573832,Medio
21.0,8,41.37972654437964,2.16866721675331,0.2595077,Medio
21.0,10,41.37972654437964,2.16866721675331,0.3449609,Medio
21.0,12,41.37972654437964,2.16866721675331,0.44961548,Alto
21.0,14,41.37972654437964,2.16866721675331,0.44777146,Alto
21.0,16,41.37972654437964,2.16866721675331,0.44308338,Alto
21.0,18,41.37972654437964,2.16866721675331,0.41249162,Alto
21.0,20,41.37972654437964,2.16866721675331,0.47160915,Alto
21.0,22,41.37972654437964,2.16866721675331,0.43280146,Alto
22.0,0,41.402234537075614,2.1153486685508747,0.23777002,Bajo
22.0,2,41.402234537075614,2.1153486685508747,0.18172804,Bajo
22.0,4,41.402234537075614,2.1153486685508747,0.16704509,Bajo
22.0,6,41.402234537075614,2.1153486685508747,0.22886802,Bajo
22.0,8,41.402234537075614,2.1153486685508747,0.22573383,Bajo
22.0,10,41.402234537075614,2.1153486685508747,0.28651348,Medio
22.0,12,41.402234537075614,2.1153486685508747,0.4369652,Alto
22.0,14,41.402234537075614,2.1153486685508747,0.51142573,Alto
22.0,16,41.402234537075614,2.1153486685508747,0.42697373,Alto
22.0,18,41.402234537075614,2.1153486685508747,0.4327554,Alto
22.0,20,41.402234537075614,2.1153486685508747,0.43958446,Alto
22.0,22,41.402234537075614,2.1153486685508747,0.38661718,Medio
23.0,0,41.370135590307164,2.1434094082753536,0.17354678,Bajo
23.0,2,41.370135590307164,2.1434094082753536,0.1358955,Bajo
23.0,4,41.370135590307164,2.1434094082753536,0.12846224,Bajo
23.0,6,41.370135590307164,2.1434094082753536,0.23752362,Bajo
23.0,8,41.370135590307164,2.1434094082753536,0.1598457,Bajo
23.0,10,41.370135590307164,2.1434094082753536,0.17566514,Bajo
23.0,12,41.370135590307164,2.1434094082753536,0.27322167,Medio
23.0,14,41.370135590307164,2.1434094082753536,0.3351667,Medio
23.0,16,41.370135590307164,2.1434094082753536,0.26565388,Medio
23.0,18,41.370135590307164,2.1434094082753536,0.26727352,Medio
23.0,20,41.370135590307164,2.1434094082753536,0.27078927,Medio
23.0,22,41.370135590307164,2.1434094082753536,0.22363801,Bajo
24.0,0,41.42476050713823,2.1580846819071744,0.23254667,Bajo
24.0,2,41.42476050713823,2.1580846819071744,0.16507083,Bajo
24.0,4,41.42476050713823,2.1580846819071744,0.15784411,Bajo
24.0,6,41.42476050713823,2.1580846819071744,0.17486894,Bajo
24.0,8,41.42476050713823,2.1580846819071744,0.16867323,Bajo
24.0,10,41.42476050713823,2.1580846819071744,0.24369626,Bajo
24.0,12,41.42476050713823,2.1580846819071744,0.37709934,Medio
24.0,14,41.42476050713823,2.1580846819071744,0.4365484,Alto
24.0,16,41.42476050713823,2.1580846819071744,0.3718538,Medio
24.0,18,41.42476050713823,2.1580846819071744,0.35502666,Medio
24.0,20,41.42476050713823,2.1580846819071744,0.39160693,Medio
24.0,22,41.42476050713823,2.1580846819071744,0.30645055,Medio
25.0,0,41.410427092131954,2.1565390747844333,0.31268686,Medio
25.0,2,41.410427092131954,2.1565390747844333,0.22025903,Bajo
25.0,4,41.410427092131954,2.1565390747844333,0.19196753,Bajo
25.0,6,41.410427092131954,2.1565390747844333,0.26289064,Medio
25.0,8,41.410427092131954,2.1565390747844333,0.21130812,Bajo
25.0,10,41.410427092131954,2.1565390747844333,0.2846713,Medio
25.0,12,41.410427092131954,2.1565390747844333,0.42590943,Alto
25.0,14,41.410427092131954,2.1565390747844333,0.48582432,Alto
25.0,16,41.410427092131954,2.1565390747844333,0.42276278,Alto
25.0,18,41.410427092131954,2.1565390747844333,0.42035097,Alto
25.0,20,41.410427092131954,2.1565390747844333,0.44061702,Alto
25.0,22,41.410427092131954,2.1565390747844333,0.41272908,Alto
26.0,0,41.423272964601864,2.1909134159372172,0.31515136,Medio
26.0,2,41.423272964601864,2.1909134159372172,0.25450274,Medio
26.0,4,41.423272964601864,2.1909134159372172,0.2323658,Bajo
26.0,6,41.423272964601864,2.1909134159372172,0.2374262,Bajo
26.0,8,41.423272964601864,2.1909134159372172,0.2212326,Bajo
26.0,10,41.423272964601864,2.1909134159372172,0.2776927,Medio
26.0,12,41.423272964601864,2.1909134159372172,0.40865713,Alto
26.0,14,41.423272964601864,2.1909134159372172,0.4706637,Alto
26.0,16,41.423272964601864,2.1909134159372172,0.38979545,Medio
26.0,18,41.423272964601864,2.1909134159372172,0.3663218,Medio
26.0,20,41.423272964601864,2.1909134159372172,0.3905978,Medio
26.0,22,41.423272964601864,2.1909134159372172,0.3427458,Medio
27.0,0,41.43435928503107,2.1535218696627854,0.23213683,Bajo
27.0,2,41.43435928503107,2.1535218696627854,0.16121036,Bajo
27.0,4,41.43435928503107,2.1535218696627854,0.16595486,Bajo
27.0,6,41.43435928503107,2.1535218696627854,0.19887786,Bajo
27.0,8,41.43435928503107,2.1535218696627854,0.21360473,Bajo
27.0,10,41.43435928503107,2.1535218696627854,0.26602864,Medio
27.0,12,41.43435928503107,2.1535218696627854,0.41368848,Alto
27.0,14,41.43435928503107,2.1535218696627854,0.47787282,Alto
27.0,16,41.43435928503107,2.1535218696627854,0.41511068,Alto
27.0,18,41.43435928503107,2.1535218696627854,0.39477992,Medio
27.0,20,41.43435928503107,2.1535218696627854,0.43167034,Alto
27.0,22,41.43435928503107,2.1535218696627854,0.35930118,Medio
28.0,0,41.41431470890056,2.1325451006085863,0.18195021,Bajo
28.0,2,41.41431470890056,2.1325451006085863,0.13845524,Bajo
28.0,4,41.41431470890056,2.1325451006085863,0.12397001,Bajo
28.0,6,41.41431470890056,2.1325451006085863,0.17450693,Bajo
28.0,8,41.41431470890056,2.1325451006085863,0.18509203,Bajo
28.0,10,41.41431470890056,2.1325451006085863,0.23954573,Bajo
28.0,12,41.41431470890056,2.1325451006085863,0.37669557,Medio
28.0,14,41.41431470890056,2.1325451006085863,0.44471946,Alto
28.0,16,41.41431470890056,2.1325451006085863,0.37888587,Medio
28.0,18,41.41431470890056,2.1325451006085863,0.38445324,Medio
28.0,20,41.41431470890056,2.1325451006085863,0.3891038,Medio
28.0,22,41.41431470890056,2.1325451006085863,0.3075829,Medio
29.0,0,41.40683753846375,2.1834622329271838,0.30354354,Medio
29.0,2,41.40683753846375,2.1834622329271838,0.20934303,Bajo
29.0,4,41.40683753846375,2.1834622329271838,0.17912118,Bajo
29.0,6,41.40683753846375,2.1834622329271838,0.21342565,Bajo
29.0,8,41.40683753846375,2.1834622329271838,0.19869031,Bajo
29.0,10,41.40683753846375,2.1834622329271838,0.27188027,Medio
29.0,12,41.40683753846375,2.1834622329271838,0.4108131,Alto
29.0,14,41.40683753846375,2.1834622329271838,0.4718792,Alto
29.0,16,41.40683753846375,2.1834622329271838,0.40325445,Alto
29.0,18,41.40683753846375,2.1834622329271838,0.39931148,Medio
29.0,20,41.40683753846375,2.1834622329271838,0.41525748,Alto
29.0,22,41.40683753846375,2.1834622329271838,0.3930678,Medio
30.0,0,41.357662253127614,2.1626510460479573,0.34600553,Medio
30.0,2,41.357662253127614,2.1626510460479573,0.2614388,Medio
30.0,4,41.357662253127614,2.1626510460479573,0.23130146,Bajo
30.0,6,41.357662253127614,2.1626510460479573,0.2542163,Medio
30.0,8,41.357662253127614,2.1626510460479573,0.24981093,Bajo
30.0,10,41.357662253127614,2.1626510460479573,0.32180953,Medio
30.0,12,41.357662253127614,2.1626510460479573,0.49540606,Alto
30.0,14,41.357662253127614,2.1626510460479573,0.5351829,Alto
30.0,16,41.357662253127614,2.1626510460479573,0.47466853,Alto
30.0,18,41.357662253127614,2.1626510460479573,0.4470808,Alto
30.0,20,41.357662253127614,2.1626510460479573,0.49696234,Alto
30.0,22,41.357662253127614,2.1626510460479573,0.4336766,Alto
31.0,0,41.38555688809906,2.1764863602072926,0.38831216,Medio
31.0,2,41.38555688809906,2.1764863602072926,0.31844652,Medio
31.0,4,41.38555688809906,2.1764863602072926,0.31367093,Medio
31.0,6,41.38555688809906,2.1764863602072926,0.31843814,Medio
31.0,8,41.38555688809906,2.1764863602072926,0.26099643,Medio
31.0,10,41.38555688809906,2.1764863602072926,0.3161221,Medio
31.0,12,41.38555688809906,2.1764863602072926,0.47671485,Alto
31.0,14,41.38555688809906,2.1764863602072926,0.5101821,Alto
31.0,16,41.38555688809906,2.1764863602072926,0.44466043,Alto
31.0,18,41.38555688809906,2.1764863602072926,0.4417281,Alto
31.0,20,41.38555688809906,2.1764863602072926,0.46838078,Alto
31.0,22,41.38555688809906,2.1764863602072926,0.4239743,Alto
32.0,0,41.407075698434525,2.1954333569201787,0.31001493,Medio
32.0,2,41.407075698434525,2.1954333569201787,0.2395899,Bajo
32.0,4,41.407075698434525,2.1954333569201787,0.2094825,Bajo
32.0,6,41.407075698434525,2.1954333569201787,0.2874921,Medio
32.0,8,41.407075698434525,2.1954333569201787,0.21200433,Bajo
32.0,10,41.407075698434525,2.1954333569201787,0.2855218,Medio
32.0,12,41.407075698434525,2.1954333569201787,0.42693,Alto
32.0,14,41.407075698434525,2.1954333569201787,0.48686668,Alto
32.0,16,41.407075698434525,2.1954333569201787,0.42378137,Alto
32.0,18,41.407075698434525,2.1954333569201787,0.42136806,Alto
32.0,20,41.407075698434525,2.1954333569201787,0.4416458,Alto
32.0,22,41.407075698434525,2.1954333569201787,0.41074407,Alto
33.0,0,41.38451296030922,2.112128959127419,0.12134143,Bajo
33.0,2,41.38451296030922,2.112128959127419,0.07697835,Bajo
33.0,4,41.38451296030922,2.112128959127419,0.08026259,Bajo
33.0,6,41.38451296030922,2.112128959127419,0.08294185,Bajo
33.0,8,41.38451296030922,2.112128959127419,0.14139478,Bajo
33.0,10,41.38451296030922,2.112128959127419,0.16651648,Bajo
33.0,12,41.38451296030922,2.112128959127419,0.29617155,Medio
33.0,14,41.38451296030922,2.112128959127419,0.36857757,Medio
33.0,16,41.38451296030922,2.112128959127419,0.3058445,Medio
33.0,18,41.38451296030922,2.112128959127419,0.31087577,Medio
33.0,20,41.38451296030922,2.112128959127419,0.3207245,Medio
33.0,22,41.38451296030922,2.112128959127419,0.23006038,Bajo
34.0,0,41.38703565648232,2.1519814952171896,0.28700447,Medio
34.0,2,41.38703565648232,2.1519814952171896,0.20057553,Bajo
34.0,4,41.38703565648232,2.1519814952171896,0.17424731,Bajo
34.0,6,41.38703565648232,2.1519814952171896,0.22189344,Bajo
34.0,8,41.38703565648232,2.1519814952171896,0.20869008,Bajo
34.0,10,41.38703565648232,2.1519814952171896,0.28293583,Medio
34.0,12,41.38703565648232,2.1519814952171896,0.42040893,Alto
34.0,14,41.38703565648232,2.1519814952171896,0.4743485,Alto
34.0,16,41.38703565648232,2.1519814952171896,0.40159038,Alto
34.0,18,41.38703565648232,2.1519814952171896,0.39765286,Medio
34.0,20,41.38703565648232,2.1519814952171896,0.40958768,Alto
34.0,22,41.38703565648232,2.1519814952171896,0.39221346,Medio
